STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00080236,"ARCHBOLD BIO STATION, FL US",01/06/2013,0.12,87,71
USC00080236,"ARCHBOLD BIO STATION, FL US",02/06/2013,1.64,91,70
USC00080236,"ARCHBOLD BIO STATION, FL US",03/06/2013,1.08,91,67
USC00080236,"ARCHBOLD BIO STATION, FL US",04/06/2013,0.22,87,70
USC00080236,"ARCHBOLD BIO STATION, FL US",05/06/2013,0.07,81,71
USC00080236,"ARCHBOLD BIO STATION, FL US",06/06/2013,2.2,82,73
USC00080236,"ARCHBOLD BIO STATION, FL US",07/06/2013,0.9,80,71
USC00080236,"ARCHBOLD BIO STATION, FL US",08/06/2013,0.02,88,72
USC00080236,"ARCHBOLD BIO STATION, FL US",09/06/2013,2.34,91,72
USC00080236,"ARCHBOLD BIO STATION, FL US",10/06/2013,0,91,70
USC00080236,"ARCHBOLD BIO STATION, FL US",11/06/2013,0,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",12/06/2013,1,93,69
USC00080236,"ARCHBOLD BIO STATION, FL US",13/06/2013,0,95,65
USC00080236,"ARCHBOLD BIO STATION, FL US",14/06/2013,0,92,68
USC00080236,"ARCHBOLD BIO STATION, FL US",15/06/2013,0,94,65
USC00080236,"ARCHBOLD BIO STATION, FL US",16/06/2013,0,93,74
USC00080236,"ARCHBOLD BIO STATION, FL US",17/06/2013,0,95,70
USC00080236,"ARCHBOLD BIO STATION, FL US",18/06/2013,0.05,96,70
USC00080236,"ARCHBOLD BIO STATION, FL US",19/06/2013,3.21,97,70
USC00080236,"ARCHBOLD BIO STATION, FL US",20/06/2013,1.24,94,68
USC00080236,"ARCHBOLD BIO STATION, FL US",21/06/2013,0.18,92,67
USC00080236,"ARCHBOLD BIO STATION, FL US",22/06/2013,0.85,90,67
USC00080236,"ARCHBOLD BIO STATION, FL US",23/06/2013,0,93,71
USC00080236,"ARCHBOLD BIO STATION, FL US",24/06/2013,0.12,91,72
USC00080236,"ARCHBOLD BIO STATION, FL US",25/06/2013,0.04,93,71
USC00080236,"ARCHBOLD BIO STATION, FL US",26/06/2013,0,94,70
USC00080236,"ARCHBOLD BIO STATION, FL US",27/06/2013,1.61,92,66
USC00080236,"ARCHBOLD BIO STATION, FL US",28/06/2013,0.25,92,67
USC00080236,"ARCHBOLD BIO STATION, FL US",29/06/2013,0.15,94,71
USC00080236,"ARCHBOLD BIO STATION, FL US",30/06/2013,0.04,94,73
USC00080236,"ARCHBOLD BIO STATION, FL US",01/07/2013,3.69,88,70
USC00080236,"ARCHBOLD BIO STATION, FL US",02/07/2013,0.72,91,72
USC00080236,"ARCHBOLD BIO STATION, FL US",03/07/2013,1.07,84,70
USC00080236,"ARCHBOLD BIO STATION, FL US",04/07/2013,0.65,85,71
USC00080236,"ARCHBOLD BIO STATION, FL US",05/07/2013,0.03,91,72
USC00080236,"ARCHBOLD BIO STATION, FL US",06/07/2013,0.38,90,73
USC00080236,"ARCHBOLD BIO STATION, FL US",07/07/2013,0,91,74
USC00080236,"ARCHBOLD BIO STATION, FL US",08/07/2013,0,92,72
USC00080236,"ARCHBOLD BIO STATION, FL US",09/07/2013,0.03,92,69
USC00080236,"ARCHBOLD BIO STATION, FL US",10/07/2013,0.93,88,68
USC00080236,"ARCHBOLD BIO STATION, FL US",11/07/2013,0.61,89,70
USC00080236,"ARCHBOLD BIO STATION, FL US",12/07/2013,0.48,90,69
USC00080236,"ARCHBOLD BIO STATION, FL US",13/07/2013,0.45,93,72
USC00080236,"ARCHBOLD BIO STATION, FL US",14/07/2013,0.15,88,74
USC00080236,"ARCHBOLD BIO STATION, FL US",15/07/2013,1.38,87,69
USC00080236,"ARCHBOLD BIO STATION, FL US",16/07/2013,0.48,88,71
USC00080236,"ARCHBOLD BIO STATION, FL US",17/07/2013,0.14,85,71
USC00080236,"ARCHBOLD BIO STATION, FL US",18/07/2013,0.16,86,70
USC00080236,"ARCHBOLD BIO STATION, FL US",19/07/2013,0.13,86,66
USC00080236,"ARCHBOLD BIO STATION, FL US",20/07/2013,0.01,92,71
USC00080236,"ARCHBOLD BIO STATION, FL US",21/07/2013,1.23,89,70
USC00080236,"ARCHBOLD BIO STATION, FL US",22/07/2013,0.53,92,70
USC00080236,"ARCHBOLD BIO STATION, FL US",23/07/2013,0.38,94,69
USC00080236,"ARCHBOLD BIO STATION, FL US",24/07/2013,0,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",25/07/2013,0,91,72
USC00080236,"ARCHBOLD BIO STATION, FL US",26/07/2013,0.51,90,73
USC00080236,"ARCHBOLD BIO STATION, FL US",27/07/2013,0.41,92,71
USC00080236,"ARCHBOLD BIO STATION, FL US",28/07/2013,0.29,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",29/07/2013,0.01,95,70
USC00080236,"ARCHBOLD BIO STATION, FL US",30/07/2013,0,92,70
USC00080236,"ARCHBOLD BIO STATION, FL US",31/07/2013,0,88,71
USC00080236,"ARCHBOLD BIO STATION, FL US",01/08/2013,0,92,69
USC00080236,"ARCHBOLD BIO STATION, FL US",02/08/2013,0,93,67
USC00080236,"ARCHBOLD BIO STATION, FL US",03/08/2013,0.13,93,72
USC00080236,"ARCHBOLD BIO STATION, FL US",04/08/2013,0.18,91,72
USC00080236,"ARCHBOLD BIO STATION, FL US",05/08/2013,0.11,92,72
USC00080236,"ARCHBOLD BIO STATION, FL US",06/08/2013,0.89,94,71
USC00080236,"ARCHBOLD BIO STATION, FL US",07/08/2013,0,94,72
USC00080236,"ARCHBOLD BIO STATION, FL US",08/08/2013,0,92,71
USC00080236,"ARCHBOLD BIO STATION, FL US",09/08/2013,0,92,74
USC00080236,"ARCHBOLD BIO STATION, FL US",10/08/2013,0.18,91,70
USC00080236,"ARCHBOLD BIO STATION, FL US",11/08/2013,0.04,93,69
USC00080236,"ARCHBOLD BIO STATION, FL US",12/08/2013,0,94,67
USC00080236,"ARCHBOLD BIO STATION, FL US",13/08/2013,0,94,68
USC00080236,"ARCHBOLD BIO STATION, FL US",14/08/2013,0,94,68
USC00080236,"ARCHBOLD BIO STATION, FL US",15/08/2013,0,96,69
USC00080236,"ARCHBOLD BIO STATION, FL US",16/08/2013,0,91,72
USC00080236,"ARCHBOLD BIO STATION, FL US",17/08/2013,1.01,94,73
USC00080236,"ARCHBOLD BIO STATION, FL US",18/08/2013,0.01,93,73
USC00080236,"ARCHBOLD BIO STATION, FL US",19/08/2013,1.16,94,72
USC00080236,"ARCHBOLD BIO STATION, FL US",20/08/2013,0.46,94,69
USC00080236,"ARCHBOLD BIO STATION, FL US",21/08/2013,0.05,93,73
USC00080236,"ARCHBOLD BIO STATION, FL US",22/08/2013,0.25,91,73
USC00080236,"ARCHBOLD BIO STATION, FL US",23/08/2013,0.12,94,71
USC00080236,"ARCHBOLD BIO STATION, FL US",24/08/2013,0.23,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",25/08/2013,0.16,91,73
USC00080236,"ARCHBOLD BIO STATION, FL US",26/08/2013,1.08,90,73
USC00080236,"ARCHBOLD BIO STATION, FL US",27/08/2013,0.39,92,69
USC00080236,"ARCHBOLD BIO STATION, FL US",28/08/2013,0,88,68
USC00080236,"ARCHBOLD BIO STATION, FL US",29/08/2013,0.77,88,68
USC00080236,"ARCHBOLD BIO STATION, FL US",30/08/2013,0.02,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",31/08/2013,0.04,93,67
USC00080236,"ARCHBOLD BIO STATION, FL US",01/09/2013,0.09,93,69
USC00080236,"ARCHBOLD BIO STATION, FL US",02/09/2013,0.25,92,68
USC00080236,"ARCHBOLD BIO STATION, FL US",03/09/2013,1.25,93,68
USC00080236,"ARCHBOLD BIO STATION, FL US",04/09/2013,0,91,71
USC00080236,"ARCHBOLD BIO STATION, FL US",05/09/2013,0,91,73
USC00080236,"ARCHBOLD BIO STATION, FL US",06/09/2013,0,92,72
USC00080236,"ARCHBOLD BIO STATION, FL US",07/09/2013,0.08,94,73
USC00080236,"ARCHBOLD BIO STATION, FL US",08/09/2013,0.03,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",09/09/2013,0,91,70
USC00080236,"ARCHBOLD BIO STATION, FL US",10/09/2013,0,92,71
USC00080236,"ARCHBOLD BIO STATION, FL US",11/09/2013,0,91,71
USC00080236,"ARCHBOLD BIO STATION, FL US",12/09/2013,0.03,88,69
USC00080236,"ARCHBOLD BIO STATION, FL US",13/09/2013,1.53,88,68
USC00080236,"ARCHBOLD BIO STATION, FL US",14/09/2013,0.01,92,68
USC00080236,"ARCHBOLD BIO STATION, FL US",15/09/2013,0.02,94,70
USC00080236,"ARCHBOLD BIO STATION, FL US",16/09/2013,1.48,90,70
USC00080236,"ARCHBOLD BIO STATION, FL US",17/09/2013,0.68,87,70
USC00080236,"ARCHBOLD BIO STATION, FL US",18/09/2013,0.17,87,71
USC00080236,"ARCHBOLD BIO STATION, FL US",19/09/2013,0.03,87,71
USC00080236,"ARCHBOLD BIO STATION, FL US",20/09/2013,0.02,87,68
USC00080236,"ARCHBOLD BIO STATION, FL US",21/09/2013,0,88,63
USC00080236,"ARCHBOLD BIO STATION, FL US",22/09/2013,0,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",23/09/2013,0,92,69
USC00080236,"ARCHBOLD BIO STATION, FL US",24/09/2013,0.8,86,73
USC00080236,"ARCHBOLD BIO STATION, FL US",25/09/2013,0.34,80,70
USC00080236,"ARCHBOLD BIO STATION, FL US",26/09/2013,0.04,82,71
USC00080236,"ARCHBOLD BIO STATION, FL US",27/09/2013,0.04,92,66
USC00080236,"ARCHBOLD BIO STATION, FL US",28/09/2013,0,89,68
USC00080236,"ARCHBOLD BIO STATION, FL US",29/09/2013,0,90,65
USC00080236,"ARCHBOLD BIO STATION, FL US",30/09/2013,0,90,62
USC00080236,"ARCHBOLD BIO STATION, FL US",01/10/2013,0,91,64
USC00080236,"ARCHBOLD BIO STATION, FL US",02/10/2013,0,90,69
USC00080236,"ARCHBOLD BIO STATION, FL US",03/10/2013,0,89,68
USC00080236,"ARCHBOLD BIO STATION, FL US",04/10/2013,0,90,69
USC00080236,"ARCHBOLD BIO STATION, FL US",05/10/2013,0,90,61
USC00080236,"ARCHBOLD BIO STATION, FL US",06/10/2013,0,89,65
USC00080236,"ARCHBOLD BIO STATION, FL US",07/10/2013,0,93,66
USC00080236,"ARCHBOLD BIO STATION, FL US",08/10/2013,0.81,80,68
USC00080236,"ARCHBOLD BIO STATION, FL US",09/10/2013,0,89,70
USC00080236,"ARCHBOLD BIO STATION, FL US",10/10/2013,0,87,65
USC00080236,"ARCHBOLD BIO STATION, FL US",11/10/2013,0,88,56
USC00080236,"ARCHBOLD BIO STATION, FL US",12/10/2013,0,89,58
USC00080236,"ARCHBOLD BIO STATION, FL US",13/10/2013,0,88,59
USC00080236,"ARCHBOLD BIO STATION, FL US",14/10/2013,0,87,59
USC00080236,"ARCHBOLD BIO STATION, FL US",15/10/2013,0,87,64
USC00080236,"ARCHBOLD BIO STATION, FL US",16/10/2013,0,88,62
USC00080236,"ARCHBOLD BIO STATION, FL US",17/10/2013,0,89,62
USC00080236,"ARCHBOLD BIO STATION, FL US",18/10/2013,0,89,62
USC00080236,"ARCHBOLD BIO STATION, FL US",19/10/2013,0,90,63
USC00080236,"ARCHBOLD BIO STATION, FL US",20/10/2013,2.85,93,65
USC00080236,"ARCHBOLD BIO STATION, FL US",21/10/2013,0,92,69
USC00080236,"ARCHBOLD BIO STATION, FL US",22/10/2013,0,92,69
USC00080236,"ARCHBOLD BIO STATION, FL US",23/10/2013,0,91,69
USC00080236,"ARCHBOLD BIO STATION, FL US",24/10/2013,0,83,63
USC00080236,"ARCHBOLD BIO STATION, FL US",25/10/2013,0,73,57
USC00080236,"ARCHBOLD BIO STATION, FL US",26/10/2013,0,82,57
USC00080236,"ARCHBOLD BIO STATION, FL US",27/10/2013,0,84,51
USC00080236,"ARCHBOLD BIO STATION, FL US",28/10/2013,0,83,52
USC00080236,"ARCHBOLD BIO STATION, FL US",29/10/2013,0,85,55
USC00080236,"ARCHBOLD BIO STATION, FL US",30/10/2013,0,87,59
USC00080236,"ARCHBOLD BIO STATION, FL US",31/10/2013,0,86,56
USC00080236,"ARCHBOLD BIO STATION, FL US",01/11/2013,0,86,59
USC00080236,"ARCHBOLD BIO STATION, FL US",02/11/2013,0,90,63
USC00080236,"ARCHBOLD BIO STATION, FL US",03/11/2013,0,84,61
USC00080236,"ARCHBOLD BIO STATION, FL US",04/11/2013,0,79,52
USC00080236,"ARCHBOLD BIO STATION, FL US",05/11/2013,0,81,64
USC00080236,"ARCHBOLD BIO STATION, FL US",06/11/2013,0,84,66
USC00080236,"ARCHBOLD BIO STATION, FL US",07/11/2013,0,86,62
USC00080236,"ARCHBOLD BIO STATION, FL US",08/11/2013,0,85,57
USC00080236,"ARCHBOLD BIO STATION, FL US",09/11/2013,0,82,66
USC00080236,"ARCHBOLD BIO STATION, FL US",10/11/2013,0,83,66
USC00080236,"ARCHBOLD BIO STATION, FL US",11/11/2013,0,86,66
USC00080236,"ARCHBOLD BIO STATION, FL US",12/11/2013,0,85,59
USC00080236,"ARCHBOLD BIO STATION, FL US",13/11/2013,0,83,62
USC00080236,"ARCHBOLD BIO STATION, FL US",14/11/2013,0,71,55
USC00080236,"ARCHBOLD BIO STATION, FL US",15/11/2013,0,80,54
USC00080236,"ARCHBOLD BIO STATION, FL US",16/11/2013,0,80,65
USC00080236,"ARCHBOLD BIO STATION, FL US",17/11/2013,0.06,76,64
USC00080236,"ARCHBOLD BIO STATION, FL US",18/11/2013,0,86,59
USC00080236,"ARCHBOLD BIO STATION, FL US",19/11/2013,0,87,66
USC00080236,"ARCHBOLD BIO STATION, FL US",20/11/2013,0.29,81,62
USC00080236,"ARCHBOLD BIO STATION, FL US",21/11/2013,0,86,67
USC00080236,"ARCHBOLD BIO STATION, FL US",22/11/2013,0,83,69
USC00080236,"ARCHBOLD BIO STATION, FL US",23/11/2013,0.03,84,62
USC00080236,"ARCHBOLD BIO STATION, FL US",24/11/2013,0,85,58
USC00080236,"ARCHBOLD BIO STATION, FL US",25/11/2013,0,76,61
USC00080236,"ARCHBOLD BIO STATION, FL US",26/11/2013,0,77,62
USC00080236,"ARCHBOLD BIO STATION, FL US",27/11/2013,0.22,87,68
USC00080236,"ARCHBOLD BIO STATION, FL US",28/11/2013,0,75,40
USC00080236,"ARCHBOLD BIO STATION, FL US",29/11/2013,0,69,48
USC00080236,"ARCHBOLD BIO STATION, FL US",30/11/2013,0,76,56
USC00080236,"ARCHBOLD BIO STATION, FL US",01/12/2013,0.02,77,60
USC00080236,"ARCHBOLD BIO STATION, FL US",02/12/2013,0,77,55
USC00080236,"ARCHBOLD BIO STATION, FL US",03/12/2013,0,69,59
USC00080236,"ARCHBOLD BIO STATION, FL US",04/12/2013,0,80,57
USC00080236,"ARCHBOLD BIO STATION, FL US",05/12/2013,0,84,55
USC00080236,"ARCHBOLD BIO STATION, FL US",06/12/2013,0,83,60
USC00080236,"ARCHBOLD BIO STATION, FL US",07/12/2013,0,86,52
USC00080236,"ARCHBOLD BIO STATION, FL US",08/12/2013,0,83,61
USC00080236,"ARCHBOLD BIO STATION, FL US",09/12/2013,0,85,60
USC00080236,"ARCHBOLD BIO STATION, FL US",10/12/2013,0,85,55
USC00080236,"ARCHBOLD BIO STATION, FL US",11/12/2013,0,87,58
USC00080236,"ARCHBOLD BIO STATION, FL US",12/12/2013,0,85,61
USC00080236,"ARCHBOLD BIO STATION, FL US",13/12/2013,0,74,46
USC00080236,"ARCHBOLD BIO STATION, FL US",14/12/2013,0,79,57
USC00080236,"ARCHBOLD BIO STATION, FL US",15/12/2013,0.01,85,64
USC00080236,"ARCHBOLD BIO STATION, FL US",16/12/2013,0.33,78,52
USC00080236,"ARCHBOLD BIO STATION, FL US",17/12/2013,0,69,44
USC00080236,"ARCHBOLD BIO STATION, FL US",18/12/2013,0,77,45
USC00080236,"ARCHBOLD BIO STATION, FL US",19/12/2013,0,73,38
USC00080236,"ARCHBOLD BIO STATION, FL US",20/12/2013,0,78,51
USC00080236,"ARCHBOLD BIO STATION, FL US",21/12/2013,0,83,64
USC00080236,"ARCHBOLD BIO STATION, FL US",22/12/2013,0,85,60
USC00080236,"ARCHBOLD BIO STATION, FL US",23/12/2013,0,87,64
USC00080236,"ARCHBOLD BIO STATION, FL US",24/12/2013,0,87,62
USC00080236,"ARCHBOLD BIO STATION, FL US",25/12/2013,0,69,54
USC00080236,"ARCHBOLD BIO STATION, FL US",26/12/2013,0,78,57
USC00080236,"ARCHBOLD BIO STATION, FL US",27/12/2013,0,81,61
USC00080236,"ARCHBOLD BIO STATION, FL US",28/12/2013,0,81,64
USC00080236,"ARCHBOLD BIO STATION, FL US",29/12/2013,0,81,65
USC00080236,"ARCHBOLD BIO STATION, FL US",30/12/2013,0.06,83,61
USC00080236,"ARCHBOLD BIO STATION, FL US",31/12/2013,0,73,58
USC00080236,"ARCHBOLD BIO STATION, FL US",01/01/2014,0,73,58
USC00080236,"ARCHBOLD BIO STATION, FL US",02/01/2014,0.24,78,63
USC00080236,"ARCHBOLD BIO STATION, FL US",03/01/2014,0.18,83,48
USC00080236,"ARCHBOLD BIO STATION, FL US",04/01/2014,0,56,45
USC00080236,"ARCHBOLD BIO STATION, FL US",05/01/2014,0.08,65,52
USC00080236,"ARCHBOLD BIO STATION, FL US",06/01/2014,0,83,58
USC00080236,"ARCHBOLD BIO STATION, FL US",07/01/2014,0,80,40
USC00080236,"ARCHBOLD BIO STATION, FL US",08/01/2014,0,53,39
USC00080236,"ARCHBOLD BIO STATION, FL US",09/01/2014,0.1,67,48
USC00080236,"ARCHBOLD BIO STATION, FL US",10/01/2014,0.21,73,65
USC00080236,"ARCHBOLD BIO STATION, FL US",11/01/2014,0,81,67
USC00080236,"ARCHBOLD BIO STATION, FL US",12/01/2014,0.11,85,57
USC00080236,"ARCHBOLD BIO STATION, FL US",13/01/2014,0,75,48
USC00080236,"ARCHBOLD BIO STATION, FL US",14/01/2014,0,81,48
USC00080236,"ARCHBOLD BIO STATION, FL US",15/01/2014,0.09,79,51
USC00080236,"ARCHBOLD BIO STATION, FL US",16/01/2014,0.03,61,43
USC00080236,"ARCHBOLD BIO STATION, FL US",17/01/2014,0,59,25
USC00080236,"ARCHBOLD BIO STATION, FL US",18/01/2014,0,66,29
USC00080236,"ARCHBOLD BIO STATION, FL US",19/01/2014,0,63,21
USC00080236,"ARCHBOLD BIO STATION, FL US",20/01/2014,0,72,37
USC00080236,"ARCHBOLD BIO STATION, FL US",21/01/2014,0,77,42
USC00080236,"ARCHBOLD BIO STATION, FL US",22/01/2014,0.17,74,39
USC00080236,"ARCHBOLD BIO STATION, FL US",23/01/2014,0,62,27
USC00080236,"ARCHBOLD BIO STATION, FL US",24/01/2014,0,68,42
USC00080236,"ARCHBOLD BIO STATION, FL US",25/01/2014,0,67,45
USC00080236,"ARCHBOLD BIO STATION, FL US",26/01/2014,0,75,46
USC00080236,"ARCHBOLD BIO STATION, FL US",27/01/2014,0,74,52
USC00080236,"ARCHBOLD BIO STATION, FL US",28/01/2014,0,82,52
USC00080236,"ARCHBOLD BIO STATION, FL US",29/01/2014,0,84,53
USC00080236,"ARCHBOLD BIO STATION, FL US",30/01/2014,0.85,65,49
USC00080236,"ARCHBOLD BIO STATION, FL US",31/01/2014,0.89,57,51
USC00080236,"ARCHBOLD BIO STATION, FL US",01/02/2014,0.07,76,57
USC00080236,"ARCHBOLD BIO STATION, FL US",02/02/2014,0.56,86,60
USC00080236,"ARCHBOLD BIO STATION, FL US",03/02/2014,0,85,58
USC00080236,"ARCHBOLD BIO STATION, FL US",04/02/2014,0,87,62
USC00080236,"ARCHBOLD BIO STATION, FL US",05/02/2014,0,85,63
USC00080236,"ARCHBOLD BIO STATION, FL US",06/02/2014,0.09,85,65
USC00080236,"ARCHBOLD BIO STATION, FL US",07/02/2014,0.05,79,54
USC00080236,"ARCHBOLD BIO STATION, FL US",08/02/2014,0,80,58
USC00080236,"ARCHBOLD BIO STATION, FL US",09/02/2014,0.02,82,59
USC00080236,"ARCHBOLD BIO STATION, FL US",10/02/2014,0.01,78,50
USC00080236,"ARCHBOLD BIO STATION, FL US",11/02/2014,0,81,52
USC00080236,"ARCHBOLD BIO STATION, FL US",12/02/2014,0,85,45
USC00080236,"ARCHBOLD BIO STATION, FL US",13/02/2014,0.93,86,56
USC00080236,"ARCHBOLD BIO STATION, FL US",14/02/2014,0,69,31
USC00080236,"ARCHBOLD BIO STATION, FL US",15/02/2014,0,69,39
USC00080236,"ARCHBOLD BIO STATION, FL US",16/02/2014,0,75,29
USC00080236,"ARCHBOLD BIO STATION, FL US",17/02/2014,0,76,37
USC00080236,"ARCHBOLD BIO STATION, FL US",18/02/2014,0,80,42
USC00080236,"ARCHBOLD BIO STATION, FL US",19/02/2014,0,83,46
USC00080236,"ARCHBOLD BIO STATION, FL US",20/02/2014,0,84,49
USC00080236,"ARCHBOLD BIO STATION, FL US",21/02/2014,0,85,63
USC00080236,"ARCHBOLD BIO STATION, FL US",22/02/2014,0,88,60
USC00080236,"ARCHBOLD BIO STATION, FL US",23/02/2014,0,88,59
USC00080236,"ARCHBOLD BIO STATION, FL US",24/02/2014,0,88,56
USC00080236,"ARCHBOLD BIO STATION, FL US",25/02/2014,0,84,55
USC00080236,"ARCHBOLD BIO STATION, FL US",26/02/2014,0,86,50
USC00080236,"ARCHBOLD BIO STATION, FL US",27/02/2014,0,82,57
USC00080236,"ARCHBOLD BIO STATION, FL US",28/02/2014,0.19,73,53
USC00080236,"ARCHBOLD BIO STATION, FL US",01/03/2014,0,73,43
USC00080236,"ARCHBOLD BIO STATION, FL US",02/03/2014,0,80,53
USC00080236,"ARCHBOLD BIO STATION, FL US",03/03/2014,0,83,48
USC00080236,"ARCHBOLD BIO STATION, FL US",04/03/2014,0,85,51
USC00080236,"ARCHBOLD BIO STATION, FL US",05/03/2014,0,84,54
USC00080236,"ARCHBOLD BIO STATION, FL US",06/03/2014,0,86,63
USC00080236,"ARCHBOLD BIO STATION, FL US",07/03/2014,0.22,72,60
USC00080236,"ARCHBOLD BIO STATION, FL US",08/03/2014,0,74,43
USC00080236,"ARCHBOLD BIO STATION, FL US",09/03/2014,0,76,43
USC00080236,"ARCHBOLD BIO STATION, FL US",10/03/2014,0,82,47
USC00080236,"ARCHBOLD BIO STATION, FL US",11/03/2014,0,83,43
USC00080236,"ARCHBOLD BIO STATION, FL US",12/03/2014,0,84,45
USC00080236,"ARCHBOLD BIO STATION, FL US",13/03/2014,0,85,59
USC00080236,"ARCHBOLD BIO STATION, FL US",14/03/2014,0,72,38
USC00080236,"ARCHBOLD BIO STATION, FL US",15/03/2014,0,77,43
USC00080236,"ARCHBOLD BIO STATION, FL US",16/03/2014,0,82,46
USC00080236,"ARCHBOLD BIO STATION, FL US",17/03/2014,0,87,57
USC00080236,"ARCHBOLD BIO STATION, FL US",18/03/2014,0.2,81,61
USC00080236,"ARCHBOLD BIO STATION, FL US",19/03/2014,0,78,49
USC00080236,"ARCHBOLD BIO STATION, FL US",20/03/2014,0,84,56
USC00080236,"ARCHBOLD BIO STATION, FL US",21/03/2014,0,86,60
USC00080236,"ARCHBOLD BIO STATION, FL US",22/03/2014,0,86,60
USC00080236,"ARCHBOLD BIO STATION, FL US",23/03/2014,0,85,56
USC00080236,"ARCHBOLD BIO STATION, FL US",24/03/2014,0.07,87,62
USC00080236,"ARCHBOLD BIO STATION, FL US",25/03/2014,1.28,70,63
USC00080236,"ARCHBOLD BIO STATION, FL US",26/03/2014,0,78,46
USC00080236,"ARCHBOLD BIO STATION, FL US",27/03/2014,0,68,48
USC00080236,"ARCHBOLD BIO STATION, FL US",28/03/2014,0,69,50
USC00080236,"ARCHBOLD BIO STATION, FL US",29/03/2014,0,83,65
USC00080236,"ARCHBOLD BIO STATION, FL US",30/03/2014,0.37,82,58
USC00080236,"ARCHBOLD BIO STATION, FL US",31/03/2014,0,78,41
USC00080236,"ARCHBOLD BIO STATION, FL US",01/04/2014,0,78,42
USC00080236,"ARCHBOLD BIO STATION, FL US",02/04/2014,0,84,45
USC00080236,"ARCHBOLD BIO STATION, FL US",03/04/2014,0,85,47
USC00080236,"ARCHBOLD BIO STATION, FL US",04/04/2014,0,86,49
USC00080236,"ARCHBOLD BIO STATION, FL US",05/04/2014,0,87,53
USC00080236,"ARCHBOLD BIO STATION, FL US",06/04/2014,0,89,53
USC00080236,"ARCHBOLD BIO STATION, FL US",07/04/2014,0,90,60
USC00080236,"ARCHBOLD BIO STATION, FL US",08/04/2014,0.02,93,67
USC00080236,"ARCHBOLD BIO STATION, FL US",09/04/2014,0.36,81,49
USC00080236,"ARCHBOLD BIO STATION, FL US",10/04/2014,0,77,45
USC00080236,"ARCHBOLD BIO STATION, FL US",11/04/2014,0,81,51
USC00080236,"ARCHBOLD BIO STATION, FL US",12/04/2014,0,83,58
USC00080236,"ARCHBOLD BIO STATION, FL US",13/04/2014,0,88,59
USC00080236,"ARCHBOLD BIO STATION, FL US",14/04/2014,0.32,85,63
USC00080236,"ARCHBOLD BIO STATION, FL US",15/04/2014,0,89,62
USC00080236,"ARCHBOLD BIO STATION, FL US",16/04/2014,0,90,58
USC00080236,"ARCHBOLD BIO STATION, FL US",17/04/2014,0,79,58
USC00080236,"ARCHBOLD BIO STATION, FL US",18/04/2014,0.02,83,67
USC00080236,"ARCHBOLD BIO STATION, FL US",19/04/2014,0.24,86,68
USC00080236,"ARCHBOLD BIO STATION, FL US",20/04/2014,0,79,61
USC00080236,"ARCHBOLD BIO STATION, FL US",21/04/2014,0,77,53
USC00080236,"ARCHBOLD BIO STATION, FL US",22/04/2014,0,78,50
USC00080236,"ARCHBOLD BIO STATION, FL US",23/04/2014,0,83,48
USC00080236,"ARCHBOLD BIO STATION, FL US",24/04/2014,0,88,53
USC00080236,"ARCHBOLD BIO STATION, FL US",25/04/2014,0,90,55
USC00080236,"ARCHBOLD BIO STATION, FL US",26/04/2014,0,88,54
USC00080236,"ARCHBOLD BIO STATION, FL US",27/04/2014,0,92,64
USC00080236,"ARCHBOLD BIO STATION, FL US",28/04/2014,0,93,60
USC00080236,"ARCHBOLD BIO STATION, FL US",29/04/2014,0,93,65
USC00080236,"ARCHBOLD BIO STATION, FL US",30/04/2014,0.94,93,69
USC00080236,"ARCHBOLD BIO STATION, FL US",01/05/2014,0.48,89,68
USC00080236,"ARCHBOLD BIO STATION, FL US",02/05/2014,0,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",03/05/2014,1.67,87,67
USC00080236,"ARCHBOLD BIO STATION, FL US",04/05/2014,1.28,75,58
USC00080236,"ARCHBOLD BIO STATION, FL US",05/05/2014,0,84,48
USC00080236,"ARCHBOLD BIO STATION, FL US",06/05/2014,0,89,50
USC00080236,"ARCHBOLD BIO STATION, FL US",07/05/2014,0,88,56
USC00080236,"ARCHBOLD BIO STATION, FL US",08/05/2014,0,91,63
USC00080236,"ARCHBOLD BIO STATION, FL US",09/05/2014,0,91,64
USC00080236,"ARCHBOLD BIO STATION, FL US",10/05/2014,0,90,61
USC00080236,"ARCHBOLD BIO STATION, FL US",11/05/2014,0,90,67
USC00080236,"ARCHBOLD BIO STATION, FL US",12/05/2014,0,90,67
USC00080236,"ARCHBOLD BIO STATION, FL US",13/05/2014,0,90,67
USC00080236,"ARCHBOLD BIO STATION, FL US",14/05/2014,0.41,91,69
USC00080236,"ARCHBOLD BIO STATION, FL US",15/05/2014,0,90,70
USC00080236,"ARCHBOLD BIO STATION, FL US",16/05/2014,0.91,89,67
USC00080236,"ARCHBOLD BIO STATION, FL US",17/05/2014,0,81,48
